id,villcode,villname,gewocode
841,0701006,SELKHAR,048
842,0701004,KHEBISHING,048
843,0701005,SANGJUZOR,048
844,0701003,JADUNG GOENPA,048
845,0702034,CHALI/SHINGKHARZHONG,049
846,0702035,CHALI/SOKPALING,049
847,0702036,CHALI/TASHIPOKTOR,049
848,0702037,CHALI/TORZHONGGOR,049
849,0702038,CHALI/WANG,049
850,0702039,CHALI/ZANGLAWANG,049
851,0702040,CHAMKHANG,049
852,0702041,CHARZHONG,049
853,0702042,CHASAR,049
854,0702043,CHEWANG,049
855,0702044,CHULEBI,049
856,0702045,CHULEBI KAMPASADONG,049
857,0702046,CHULEBI/(PANGTHANG,049
858,0702047,CHULEBI/LUNGKANG,049
859,0702048,CHULEBI/NAMLING,049
860,0702049,CHULEBI/POKTOR,049
861,0702050,CHULEBI/ROLMOCHU,049
862,0702051,CHULEBI/TAKLING,049
863,0702052,CHULEBI/TAKSHALING,049
864,0702053,CHULEBI/ZHONGJE,049
865,0702054,DAMALING,049
866,0702055,DARSENG,049
867,0702056,DOMANGLA,049
868,0702057,DONGTOE,049
869,0702058,DONGTOE BAKHIM,049
870,0702059,DOPANG,049
871,0702060,GOENSAR,049
872,0702061,GORSUM,049
873,0702062,GORTONGLA,049
874,0702063,JAMBI,049
875,0702064,JAPANANG,049
876,0702065,KARMASING/BUDISHING,049
877,0702066,KARMASING/REMOCHU,049
878,0702067,KHACHORSHING,049
879,0702068,KHAMPAJE,049
880,0702069,KHARDUMA,049
881,0702070,KHARIGAB,049
882,0702071,KHARTONG,049
883,0702072,KHOIJONGLA,049
884,0702073,KHOILAJONG,049
885,0702074,KINZHONG,049
886,0702075,LUNGKANG,049
887,0702076,MASANGKANGJE,049
888,0702077,NAKTSHANG,049
889,0702001,AIDURLA,049
890,0702002,AUMEDUNG,049
891,0702003,BAKHIM,049
892,0702004,BAMEJANGSA,049
893,0702005,BARIGOILA,049
894,0702006,BARLENG,049
895,0702007,BEWLING,049
896,0702008,CHABASING,049
897,0702009,CHALI,049
898,0702010,CHALI/(TOEPAPHU,049
899,0702011,CHALI/BANA,049
900,0702012,CHALI/BOLIPANG,049
901,0702013,CHALI/CHAUKILENG,049
902,0702014,CHALI/DOPANG,049
903,0702015,CHALI/KHARIGAB,049
904,0702016,CHALI/KOSOME,049
905,0702017,CHALI/KURZAM,049
906,0702018,CHALI/LHAKHANG,049
907,0702019,CHALI/LHAKHANG BANA,049
908,0702078,NAKTSHANGWOG,049
909,0702079,NORDANGSA,049
910,0702080,NUMABIWANG,049
911,0702081,PANGJAKPA,049
912,0702082,PANGTHANG,049
913,0702083,PANGTHANG CHUNGKU,049
914,0702084,PANGTHANG SHOKPOSENG,049
915,0702085,PEMAGAYSER,049
916,0702086,PHODANGMA,049
917,0702087,PHUMAZUR,049
918,0702088,RAHAMBI,049
919,0702089,SAPOKTOR,049
920,0702090,SHEBCHE,049
921,0702091,SHOKPOSENG,049
922,0702092,TAKLING,049
923,0702093,THAKTHALA,049
924,0702094,THEMPANG,049
925,0702095,TIKASALUNG,049
926,0702096,TSHANGKHAR,049
927,0702097,TSHOKILA,049
928,0702098,WANGKHAR,049
929,0702099,WANGKHAR/(KADAM,049
930,0702100,WANGKHAR/BALIBI,049
931,0702101,WANGKHAR/CHANGMASHING,049
932,0702102,WANGKHAR/DOGORPANG,049
933,0702103,WANGKHAR/DOGTANG,049
934,0702104,WANGKHAR/DONGZUK,049
935,0702105,WANGKHAR/GENSING,049
936,0702106,WANGKHAR/KAMSA,049
937,0702107,WANGKHAR/KAWAKHOI,049
938,0702108,WANGKHAR/KHEMSANG,049
939,0702109,WANGKHAR/MENTSHANG,049
940,0702110,WANGKHAR/NAMATHANG,049
941,0702111,WANGKHAR/PANGTHANG,049
942,0702112,WANGKHAR/PHACHAPHOCHI,049
943,0702113,WANGKHAR/PHANGSHING,049
944,0702114,WANGKHAR/SUMTHUEN,049
945,0702115,WANGKHAR/TAJONG,049
946,0702116,WANGKHAR/TASHIKHANGSAR,049
947,0702117,WANGKHAR/TSHEPADONG,049
948,0702118,WANGKHAR/YOEKHOI,049
949,0702119,WANGKHAR/YONTENKHEMSANG,049
950,0702120,WANGKHAR/ZHONGJE,049
951,0702121,WANGKHAR/ZITHUEN,049
952,0702122,WANGKHARJACHULING,049
953,0702123,YANGTANG,049
954,0702124,YOEZER PANGTHANG,049
955,0702125,YOKHOI,049
956,0702126,ZHONGJE,049
957,0702127,ZHONGKEY,049
958,0702020,CHALI/LHAKHANG DOBAR,049
959,0702021,CHALI/LHAKHANG GOENSHING,049
960,0702022,CHALI/LHAKHANG KHOYUR,049
961,0702023,CHALI/LHAKHANG KHUCHURMA,049
962,0702024,CHALI/LHAKHANG LHAKHANGSU,049
963,0702025,CHALI/LHAKHANG LINGCHUNG,049
964,0702026,CHALI/LHAKHANG PANGJAKPA,049
965,0702027,CHALI/LHAKHANG RIKSENG,049
966,0702028,CHALI/LHAKHANG RINSENG,049
967,0702029,CHALI/LHAKHANG SOKPALING,049
968,0702030,CHALI/LHAKHANG TAKPA,049
969,0702031,CHALI/NAMABI,049
970,0702032,CHALI/NYERPA,049
971,0702033,CHALI/SALATHRO,049
972,0703001,DUNGSINGMA,050
973,0703002,GOENPA,050
974,0703003,KHARNANG LAMTAK,050
975,0703007,YETONG,050
976,0703005,PAM,050
977,0703006,YARAPHUNGSHING,050
978,0703004,KHARNANG LAMWOG,050
979,0705001,BAZOR,051
980,0705056,DRAMETSE THROM,051
981,0705003,BIKHAR THRAMLO,051
982,0705004,BIKHAR THUNGDABI,051
983,0705005,BIKHAR THUNGDARI,051
984,0705006,BIKHAR WAICHUR,051
985,0705007,BIKHAR YALUM,051
986,0705008,DRAMETSE,051
987,0705009,GASHARI,051
988,0705010,GOBKA,051
989,0705019,LAYMEY,051
990,0705020,LAYMEY SERKHAGPO,051
991,0705042,SERKHAGPO,051
992,0705043,SHADANG,051
993,0705044,SHAPANGMA,051
994,0705045,SHAPHANGMA,051
995,0705046,SHAPHANGMA DUNGKHAR,051
996,0705047,SHAPHANGMA JIBA,051
997,0705048,SHAPHANGMA LUWANG,051
998,0705049,SHAPHANGMA NGARPHAI,051
999,0705050,SHAPHANGMA NGARPHEL,051
1000,0705051,SHAPHANGMA PHENTSHOMO,051
1001,0705054,YENGKHARTSHING,051
1002,0705055,ZANGKHAR,051
1003,0705002,BIKHAR,051
1004,0704002,DEPONG,052
1005,0704003,LABTSA,052
1006,0704001,CHAKSUZOR,052
1007,0704005,ZUNGLEN,052
1008,0704004,TSHANGKHAR,052
1009,0706001,BAKLA,053
1010,0706035,YANGBARI,053
1011,0706003,BAKLA GOENPA,053
1012,0706004,BAKLA KHIMONG,053
1013,0706005,BANGBANGLA,053
1014,0706006,BOGARBI,053
1015,0706007,CHAIBI,053
1016,0706008,DAKSA,053
1017,0706009,DAMKHAR,053
1018,0706010,DEKHAR,053
1019,0706011,DENGKALING,053
1020,0706012,DEWABI,053
1021,0706013,DOKMO,053
1022,0706014,GOEMPA,053
1023,0706015,GONGDEY,053
1024,0706016,GORTHONGLA,053
1025,0706017,GUNGDUE,053
1026,0706018,KORMEY,053
1027,0706019,KUMADZONG,053
1028,0706020,LAPTSA,053
1029,0706021,MEDEN,053
1030,0706022,MENTSHANG,053
1031,0706023,PANGTHANG,053
1032,0706024,PATONG,053
1033,0706025,PEKARI,053
1034,0706026,PHAZHONG,053
1035,0706027,PHOSALA,053
1036,0706028,PHUCHUNG GEONPA,053
1037,0706029,SALEBI,053
1038,0706030,SALEBI DUNGDA,053
1039,0706031,TENKOR,053
1040,0706032,TSHABOR,053
1041,0706033,TSHAMLABI,053
1042,0706034,WERILA,053
1043,0706002,BAKLA EDI,053
1044,0707065,YARAKLA/KAIKHAR,054
1045,0707066,YARAKLA/KHEMTAKPA,054
1046,0707067,YARAKLA/MANILING,054
1047,0707068,YARAKLA/PANGKANG,054
1048,0707069,YARAKLA/SHINGSIRI,054
1049,0707001,BILAM,054
1050,0707002,BILAM/ARING DAZA,054
1051,0707003,BILAM/DANGILA,054
1052,0707004,BILAM/DUMDEY,054
1053,0707005,BILAM/GONGTSHANG,054
1054,0707006,BILAM/KORKHANG,054
1055,0707007,BILAM/MAPHAI,054
1056,0707008,BILAM/MENCHAPHU,054
1057,0707009,BILAM/MUDUMBI,054
1058,0707010,BILAM/PAKPAILA,054
1059,0707011,CHELAM,054
1060,0707012,CHELAM/BUMNALI,054
1061,0707013,CHELAM/CHAKPA,054
1062,0707014,CHELAM/DEKILAM,054
1063,0707015,CHELAM/KARMALING,054
1064,0707016,CHELAM/KORPHU,054
1065,0707017,CHELAM/MUDUNGKHAR,054
1066,0707018,CHELAM/RIMPAKO,054
1067,0707019,CHELAM/SAMKHAR,054
1068,0707020,DUNGKAR,054
1069,0707021,DUNGKAR/BARLAMTOE,054
1070,0707022,DUNGKAR/BAYDENGYER,054
1071,0707023,DUNGKAR/DORI,054
1072,0707024,DUNGKAR/GAYKHAR,054
1073,0707025,DUNGKAR/PANGTHANG,054
1074,0707026,DUNGKAR/TASHI TSHERING,054
1075,0707027,DUNGKAR/TSELAM,054
1076,0707028,DUNGKAR/TULUKPE,054
1077,0707029,KOKNALA,054
1078,0707030,MUKTANGKHAR,054
1079,0707031,MUKTANGKHAR/AWA TANGSHA,054
1080,0707032,MUKTANGKHAR/BACHA,054
1081,0707033,MUKTANGKHAR/BARPUNG,054
1082,0707034,MUKTANGKHAR/DUNGMEN,054
1083,0707035,MUKTANGKHAR/GAMONG,054
1084,0707036,MUKTANGKHAR/GANGGARTHANG,054
1085,0707037,MUKTANGKHAR/GOMTSHANGLO,054
1086,0707038,MUKTANGKHAR/KANGLUNG,054
1087,0707039,MUKTANGKHAR/LANGABI,054
1088,0707040,MUKTANGKHAR/ORKAWANG,054
1089,0707041,MUKTANGKHAR/PANGTHANG,054
1090,0707042,MUKTANGKHAR/PHAICHELO,054
1091,0707043,MUKTANGKHAR/REPHU,054
1092,0707044,MUKTANGKHAR/REPHUJAB,054
1093,0707045,MUKTANGKHAR/REWANG,054
1094,0707046,MUKTANGKHAR/SINGYEPHU,054
1095,0707047,MUKTANGKHAR/THONGPASHING,054
1096,0707048,MUKTANGKHAR/TSHELAM/KAMLING,054
1097,0707049,ROINANGWONG,054
1098,0707050,ROINANGWONG/KURTAKAY,054
1099,0707051,ROINANGWONG/LUZOR,054
1100,0707052,ROINANGWONG/MENTSHANG,054
1101,0707053,ROINANGWONG/PHENTOKMA,054
1102,0707054,ROINANGWONG/PUNGLA,054
1103,0707055,ROINANGWONG/TSHANGKHARZOR,054
1104,0707056,ROINANGWONG/WODANG,054
1105,0707057,SANGKAMA,054
1106,0707058,SANGKAMA/NGAMPHU,054
1107,0707059,SANGKAMA/NGANGRI,054
1108,0707060,SANGKAMA/SHINGMUNG,054
1109,0707061,YARAKLA,054
1110,0707062,YARAKLA/BACHA,054
1111,0707063,YARAKLA/CHENCHARI,054
1112,0707064,YARAKLA/DARUNG,054
1113,0708083,TSALABI/MAGOLA,055
1114,0708084,TSALABI/MENCHABILAM,055
1115,0708085,YULDARI,055
1116,0708086,YULDARI/GHISHINGHUNG,055
1117,0708087,YULDARI/KAMNGEYSA,055
1118,0708019,MUNMA/ABI,055
1119,0708020,MUNMA/ARTSHONG,055
1120,0708021,MUNMA/KUMPARI,055
1121,0708022,MUNMA/NADANG,055
1122,0708023,MUNMA/PEDUNGRUNG,055
1123,0708024,MURUNG,055
1124,0708025,MURUNG/DENG,055
1125,0708026,MURUNG/ROMANGLA,055
1126,0708027,MURUNG/SOICHARI,055
1127,0708028,NEYKOLOK,055
1128,0708029,NEYKOLOK /BAINANG,055
1129,0708030,NEYKOLOK/AMSHING WOG,055
1130,0708031,NEYKOLOK/BARZOR,055
1131,0708032,NEYKOLOK/DOKSABI,055
1132,0708033,NEYKOLOK/DOKTSHONG NADANG,055
1133,0708034,NEYKOLOK/GABCHA,055
1134,0708035,NEYKOLOK/GENCHAPHU,055
1135,0708036,NEYKOLOK/GOMCHU,055
1136,0708037,NEYKOLOK/KHISIGANG,055
1137,0708038,NEYKOLOK/KHOCHUNG,055
1138,0708039,NEYKOLOK/KHOISHING,055
1139,0708040,NEYKOLOK/MENTSALA,055
1140,0708041,NEYKOLOK/NANARI,055
1141,0708042,NEYKOLOK/PANGTHANG,055
1142,0708043,NEYKOLOK/PAYKA,055
1143,0708044,NEYKOLOK/RISHOGAY,055
1144,0708045,NEYKOLOK/RIZOR,055
1145,0708046,NEYKOLOK/SUPARI,055
1146,0708047,NEYKOLOK/WANGYER,055
1147,0708048,NEYKOLOK/WARI BORANG,055
1148,0708049,OLOKI,055
1149,0708050,POGOLA,055
1150,0708051,POGOLA/AMDAYBU,055
1151,0708052,POGOLA/DOCHIRU,055
1152,0708053,POGOLA/DOCHURU,055
1153,0708054,POGOLA/KIPARI,055
1154,0708055,POGOLA/NUKPHU,055
1155,0708056,SHINGCHONGRI,055
1156,0708057,SHINGCHONGRI/DESHINGPEK,055
1157,0708058,SHINGCHONGRI/DONGPHU,055
1158,0708059,SHINGCHONGRI/DUEZAWONG,055
1159,0708060,SHINGCHONGRI/DUNGKARGOENPA,055
1160,0708061,SHINGCHONGRI/DUNGMANMA,055
1161,0708062,SHINGCHONGRI/MAGOLA,055
1162,0708063,SHINGCHONGRI/PANGTHUNG,055
1163,0708064,SHINGCHONGRI/PUTSHURME,055
1164,0708065,SHINGCHONGRI/SHETONGBI,055
1165,0708066,SHINGCHONGRI/TSHAMNAGRI,055
1166,0708067,SHINGCHONGRI/TSHELSHINGTANG,055
1167,0708068,SHINGCHONGRI/WANGKHOCHI,055
1168,0708069,SHINGCHONGRI/ZOR,055
1169,0708070,TONGKANGLA,055
1170,0708071,TONGKANGLA/SUNGKAR,055
1171,0708072,TONGKANGLA/ZITSIBE,055
1172,0708073,TONGLA,055
1173,0708074,TONGLA/BARGOENPA,055
1174,0708075,TONGLA/GOENPA,055
1175,0708076,TONGLA/SHAJULA,055
1176,0708077,TONGLA/TONGLA GOENPA,055
1177,0708078,TONGLA/TONGLA MANGZING,055
1178,0708079,TSALABI,055
1179,0708080,TSALABI/DONGNALA,055
1180,0708081,TSALABI/GYALKHAR,055
1181,0708082,TSALABI/KHURZONG,055
1182,0708001,CHIPHU,055
1183,0708002,CHIPHU/BARGOENPA,055
1184,0708003,CHIPHU/DRAPHU,055
1185,0708004,CHIPHU/TSHOWANG,055
1186,0708005,CHIPHU/TSHOWANGRI,055
1187,0708006,DOKTANG,055
1188,0708007,DOKTANG/GUMNARI,055
1189,0708008,DOKTANG/KORSHINGNGARI,055
1190,0708009,DOKTANG/PANGTHANG,055
1191,0708010,DOKTANG/PUTSHURME,055
1192,0708011,DOKTANG/TELPO,055
1193,0708012,DOKTANG/TSHANGNARI,055
1194,0708013,DOKTANG/ZORTHUNG,055
1195,0708014,KHANGMA,055
1196,0708015,KHANGMA/ARING,055
1197,0708016,KHANGMA/KULI,055
1198,0708017,KHANGMA/SERKONG,055
1199,0708018,MUNMA,055
1200,0709001,BARPANG,056
1201,0709028,GYELPOSHING THROM,056
1202,0709003,GORA,056
1203,0709004,GUSHINGWANG,056
1204,0709005,GYELPOSHING,056
1205,0709006,JAIBAB,056
1206,0709007,JAMCHOLING,056
1207,0709008,KADAM,056
1208,0709009,KHESHIRPANG,056
1209,0709010,KILIKHAR,056
1210,0709011,KONBAR,056
1211,0709012,LUKPANGTHANG,056
1212,0709013,MONGAR,056
1213,0709014,MONGAR THROM,056
1214,0709015,NAKLING,056
1215,0709016,NEYKHANG,056
1216,0709017,PHOSORONG,056
1217,0709018,PIRBE,056
1218,0709019,PIRMANI,056
1219,0709020,SHONGKALING,056
1220,0709021,TAKCHU,056
1221,0709022,THEMDANGBI,056
1222,0709023,TRAILING,056
1223,0709024,TSANGLUNG GOENPA,056
1224,0709025,WANGLING,056
1225,0709026,WENGKHAR,056
1226,0709027,YAKPOGANG,056
1227,0709002,CHIRMANI,056
1228,0717001,GOMCHU,057
1229,0717031,THRINANGPHU,057
1230,0717003,GOMCHU CHEMA,057
1231,0717004,GOMCHU DEYPHUNG,057
1232,0717005,GOMCHU HURCHILO,057
1233,0717006,GOMCHU PHENZUR,057
1234,0717007,GOMCHUZUR,057
1235,0717008,KHALONG,057
1236,0717009,NARANG,057
1237,0717010,NARANG BRAKHAGTANG,057
1238,0717011,NARANG CHASKHAR,057
1239,0717012,NARANG DANGTHUNG,057
1240,0717013,NARANG DENGSOR,057
1241,0717014,NARANG GARPAMANI,057
1242,0717015,NARANG GOTHONPO,057
1243,0717016,NARANG JOMRI,057
1244,0717017,NARANG MAITHUNG,057
1245,0717018,NARANG PANGKANG,057
1246,0717019,NARANG PANGKANG BESIPOKTOR,057
1247,0717020,NARANG PANGTHANG,057
1248,0717021,NARANG PHAPHUNGPANGKANG,057
1249,0717022,NARANG RAYNANGKHAR,057
1250,0717023,NARANG THONGKHAR,057
1251,0717024,NARANG WANGYER,057
1252,0717025,NARANG WAPHAIPANGTHANG,057
1253,0717026,PANGKANG,057
1254,0717027,PANGKANG BESIPOKTOR,057
1255,0717028,PANGKANG DONGSUM,057
1256,0717029,PANGKANG GASHARI,057
1257,0717030,THRINANG PHUSIZUR,057
1258,0717002,GOMCHU BUMPA,057
1259,0710001,BUMPAZOR,058
1260,0710002,GOENPA,058
1261,0710003,NGATSHANG,058
1262,0710004,NINGALA,058
1263,0710010,YADI THROM,058
1264,0710006,PHANASI,058
1265,0710007,THUMBARI,058
1266,0710008,YEKHAR,058
1267,0710009,ZANGDARI,058
1268,0710005,PELSHUB,058
1269,0711001,BONGDEYMA,059
1270,0711002,DOKSAR,059
1271,0711003,DOKSAR/MANGLING,059
1272,0711004,JANGDUNG,059
1273,0711005,KALAPANG,059
1274,0711006,MASANG DAZA,059
1275,0711013,LINGMETHANG THROM,059
1276,0711008,RESA,059
1277,0711009,SALING,059
1278,0711010,SENGOR,059
1279,0711011,THRIDANGBI,059
1280,0711012,TSHENZABI,059
1281,0711007,PANGSIBI,059
1282,0712003,MUKHUNG,060
1283,0712004,SHERZONG,060
1284,0712005,SHILING,060
1285,0712002,JABGANG,060
1286,0712007,THRELING,060
1287,0712001,GANGMUNG,060
1288,0712006,SOENAKHAR,060
1289,0713001,BARIBANG,061
1290,0713028,WAMA/CHANG CHANGMA,061
1291,0713003,DAK/YARIG,061
1292,0713004,DEKDONGLA,061
1293,0713005,GOENPA,061
1294,0713006,GYALGONG,061
1295,0713007,KADAK,061
1296,0713008,KADAK/SALIPONG,061
1297,0713009,KANGKANGMA,061
1298,0713010,KANGKARI,061
1299,0713011,KHATOE,061
1300,0713012,KHATOE/BARIBANG,061
1301,0713013,KHATOE/SILAMBI,061
1302,0713014,LAIJUK,061
1303,0713015,NAGOR,061
1304,0713016,NAGOR GOENPA,061
1305,0713017,NAGOR PANG,061
1306,0713018,NAGOR/PAM,061
1307,0713019,PAM,061
1308,0713020,PANG GYERTENG,061
1309,0713021,PANG GYERTENG/GOENPA,061
1310,0713022,PANG GYERTENG/PHUNGLING,061
1311,0713023,SALIPONG,061
1312,0713024,SILAMBI,061
1313,0713025,SILAMBI/LEMIGOENPA,061
1314,0713026,SILAMBI/TUMDRAK,061
1315,0713027,WAMA,061
1316,0713002,DAK,061
1317,0714001,ATOLA,062
1318,0714002,BAUCHOLING,062
1319,0714006,PANGLEN,062
1320,0714004,LINGKHAR,062
1321,0714005,NGARPENTANG,062
1322,0714003,CHANGSHING GOENPA,062
1323,0716014,DEMUNGLA,063
1324,0716015,DOLEMTANG,063
1325,0716016,DRANGLING,063
1326,0716017,DRANGLING/DABANG,063
1327,0716018,DRANGLING/EMALAPHUK,063
1328,0716019,DRANGLING/GANGKA,063
1329,0716020,DRANGLING/GAPTANGRA,063
1330,0716021,DRANGLING/KADAMWO,063
1331,0716022,DRANGLING/KHANAKSHING,063
1332,0716023,DRONGTEYMAWO,063
1333,0716024,GAMANANG,063
1334,0716025,GAMANANG/JACHU,063
1335,0716026,GAMANANG/LUNGDUBI,063
1336,0716027,GENDRANG/TAKHAMBI,063
1337,0716028,HORONG,063
1338,0716029,JANGLAGEON,063
1339,0716030,KARSHINGANG,063
1340,0716031,KHANASHING,063
1341,0716032,KHASHALBADAP,063
1342,0716033,KHIMSANG,063
1343,0716034,LANGABI,063
1344,0716035,LEBAMANI,063
1345,0716036,LEKSINGHPHU,063
1346,0716037,LEKSINGHPHU/BONGRING,063
1347,0716038,LEKSINGHPHU/CHURTUNG,063
1348,0716039,LEKSINGHPHU/DOKTANG,063
1349,0716040,LEKSINGHPHU/DRANGLING,063
1350,0716041,LEKSINGHPHU/KADAM,063
1351,0716042,LEKSINGHPHU/THONGWANG,063
1352,0716043,LEYJABI,063
1353,0716044,LHADRANG,063
1354,0716045,LUNGDUBI,063
1355,0716046,NAKTSHANG,063
1356,0716047,NORBUGANG,063
1357,0716048,NORBUGANG/CHUTEY,063
1358,0716049,NORBUGANG/DOLAPTANG,063
1359,0716050,NORBUGANG/DOMULA,063
1360,0716051,NORBUGANG/KHASHAGANG,063
1361,0716052,NORBUGANG/THODAMLA,063
1362,0716053,NORBUGANG/THREWATONG,063
1363,0716054,NORBUGANG/YARTOGANG,063
1364,0716055,NYERTSHI,063
1365,0716056,NYERTSHI/SHABUM,063
1366,0716057,NYERTSHI/SINGMA NANGKA,063
1367,0716058,NYERTSHI/TSEMA NANGKA,063
1368,0716059,PANG,063
1369,0716060,PANGTSHELA,063
1370,0716061,PERPOBADAP,063
1371,0716062,PONGTSHONG,063
1372,0716063,PONGTSHONG/BALAMCHUNGKU,063
1373,0716064,PONGTSHONG/RABABI,063
1374,0716065,PONGTSHONGBI,063
1375,0716066,SEWLA LHAKHANG,063
1376,0716067,SHINGMAR POKPA,063
1377,0716068,SOWANGTEY,063
1378,0716069,TAKHAMBI,063
1379,0716070,TAKHAMBI NORBUGANG,063
1380,0716071,TAKHAMBI/BARNANG,063
1381,0716072,TAKHAMBI/CHIMSANING,063
1382,0716073,TAKHAMBI/DEKILING,063
1383,0716074,TAKHAMBI/GANGKA,063
1384,0716075,TAKHAMBI/KHOBUM,063
1385,0716076,TAKHAMBI/KHOMDANGCHU,063
1386,0716077,TAKHAMBI/KINGACHOLING,063
1387,0716078,TAKHAMBI/PANG,063
1388,0716079,TAKHAMBI/WADONG,063
1389,0716080,TAKHAMBI/YERCHUNG,063
1390,0716081,TAKHAMTEY,063
1391,0716082,TALABADHAP,063
1392,0716083,TERKONG,063
1393,0716084,THARMCHARM,063
1394,0716085,THONGZHONG GOENPA,063
1395,0716086,THUMLING,063
1396,0716087,TORMASHONG/LHAKHANG,063
1397,0716088,TORMASHONG/THONGWANG,063
1398,0716089,TORMASHONG/WADONG,063
1399,0716090,WADONG,063
1400,0716091,YABI,063
1401,0716092,ZANGTUNG,063
1402,0716093,ZHINGJIGPALA,063
1403,0716001,ANGTONYELSA,063
1404,0716002,ARINGTENGMA,063
1405,0716003,ARTOGANG,063
1406,0716004,CHALAGANG,063
1407,0716005,CHALAGANG/KALING,063
1408,0716006,CHALAGANG/THOWALA,063
1409,0716007,CHUBAR,063
1410,0716008,CHURTSHA,063
1411,0716009,CHURTSHA/DOKARPO,063
1412,0716010,CHURTSHA/LUNGKANG,063
1413,0716011,CHURTSHA/TSHODRANG,063
1414,0716012,CHURTUNG,063
1415,0716013,DAMTSHANG POKPA,063
1416,0715026,BENJAR/UMLING,064
1417,0715027,BENJAR/WACHENTAKPA,064
1418,0715028,BENJAR/YALOSHING,064
1419,0715029,DANGMALING,064
1420,0715030,DANGMALING/NANGGAR,064
1421,0715031,DANGMALING/SARPASHING,064
1422,0715032,DANGMALING/SEP,064
1423,0715033,DANGMALING/TSHOWOG,064
1424,0715034,DANGMALING/YERTONGCHEN,064
1425,0715035,GANGLAPONG,064
1426,0715036,GANGLAPONG/AUSUDOR,064
1427,0715037,GANGLAPONG/BABUCHU,064
1428,0715038,GANGLAPONG/BARIGANG,064
1429,0715039,GANGLAPONG/BARILUNGPA,064
1430,0715040,GANGLAPONG/BONGRILA,064
1431,0715041,GANGLAPONG/CHANGCHEN,064
1432,0715042,GANGLAPONG/CHAPTANG,064
1433,0715043,GANGLAPONG/DARSHINGWOG,064
1434,0715044,GANGLAPONG/DAWASHING,064
1435,0715045,GANGLAPONG/DECHENLING,064
1436,0715046,GANGLAPONG/GAWALING,064
1437,0715047,GANGLAPONG/GENZANGTSE,064
1438,0715048,GANGLAPONG/GOENPA,064
1439,0715049,GANGLAPONG/GOENPOKPA,064
1440,0715050,GANGLAPONG/GOLITAKPA,064
1441,0715051,GANGLAPONG/HALONG,064
1442,0715052,GANGLAPONG/JALAMWOG,064
1443,0715053,GANGLAPONG/KARSHINGTSA,064
1444,0715054,GANGLAPONG/KHULING,064
1445,0715055,GANGLAPONG/KORSHING,064
1446,0715056,GANGLAPONG/LEOCHEN,064
1447,0715057,GANGLAPONG/LHAKHANG,064
1448,0715058,GANGLAPONG/LOWATONGKANG,064
1449,0715059,GANGLAPONG/MANITAKPA,064
1450,0715060,GANGLAPONG/NEY,064
1451,0715061,GANGLAPONG/NYAKA,064
1452,0715062,GANGLAPONG/PANG,064
1453,0715063,GANGLAPONG/PANGTHANGTOE,064
1454,0715064,GANGLAPONG/PHUNTSHILING,064
1455,0715065,GANGLAPONG/PHUNTSHOLING,064
1456,0715066,GANGLAPONG/REWOCHAKGANG,064
1457,0715067,GANGLAPONG/SAMABAR,064
1458,0715068,GANGLAPONG/SAMARCHEN,064
1459,0715069,GANGLAPONG/SAMLING,064
1460,0715070,GANGLAPONG/SANGKHA,064
1461,0715071,GANGLAPONG/SENSHINGBI,064
1462,0715072,GANGLAPONG/SHOKSHOLONG,064
1463,0715073,GANGLAPONG/SOTHRILING,064
1464,0715074,GANGLAPONG/TASHILING,064
1465,0715075,GANGLAPONG/TASHIPAI,064
1466,0715076,GANGLAPONG/TASHIZANGLUNG,064
1467,0715077,GANGLAPONG/TEBILING,064
1468,0715078,GANGLAPONG/THONGJALINGWOG,064
1469,0715079,GANGLAPONG/TONGSHINGTAKPA,064
1470,0715080,GANGLAPONG/TSENDENTSAWA,064
1471,0715081,GANGLAPONG/WACHEN,064
1472,0715082,GANGLAPONG/ZANGSHINGTSAWA,064
1473,0715083,GANGLAPONG/ZHETHEN,064
1474,0715084,TOKARI,064
1475,0715085,TOKARI/ARTANG,064
1476,0715086,TOKARI/AUGUNGNA,064
1477,0715001,BENJAR,064
1478,0715002,BENJAR/BARDANG,064
1479,0715003,BENJAR/BARLAM,064
1480,0715004,BENJAR/GANGKHADUNG,064
1481,0715005,BENJAR/GOMCHENBERPO,064
1482,0715006,BENJAR/JAMPELING,064
1483,0715007,BENJAR/JARGAY,064
1484,0715008,BENJAR/KHEMSAR,064
1485,0715009,BENJAR/KICHELING,064
1486,0715010,BENJAR/LHAKHANG,064
1487,0715011,BENJAR/LINGMEY,064
1488,0715012,BENJAR/LOMEYWOG,064
1489,0715013,BENJAR/LUNGTAKPA,064
1490,0715014,BENJAR/MERBANG,064
1491,0715015,BENJAR/MURDUMBA,064
1492,0715016,BENJAR/NYAKA,064
1493,0715017,BENJAR/PENDENLING,064
1494,0715018,BENJAR/PHUNTSHOLING,064
1495,0715019,BENJAR/RINZINTAKPA,064
1496,0715020,BENJAR/SAMTENLING,064
1497,0715021,BENJAR/SANGPOLING,064
1498,0715022,BENJAR/SISIPANG,064
